@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_tag {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X, NULL}
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
Murmansk,PROPN,PROPN
(titik),PROPN,PUNCT
Sastra,NULL,PROPN
lisan,PROPN,ADJ
ini,ADJ,DET
berbentuk,DET,VERB
pembacaan,VERB,NOUN
Kaba,NOUN,PROPN
Malin,PROPN,PROPN
Deman,PROPN,PROPN
dengan,PROPN,ADP
iringan,ADP,NOUN
ketukan,NOUN,NOUN
korek,NOUN,NOUN
api,NOUN,NOUN
seperti,NOUN,ADP
dalam,ADP,ADP
Sijobang,ADP,PROPN
(titik),PROPN,PUNCT
Sayangnya,NULL,ADV
Masaccio,ADV,PROPN
diperintahkan,PROPN,VERB
untuk,VERB,ADP
pergi,ADP,VERB
ke,VERB,ADP
Roma,ADP,PROPN
sebelum,PROPN,ADP
ia,ADP,PRON
sempat,PRON,ADV
menyelesaikan,ADV,VERB
pekerjaan,VERB,NOUN
di,NOUN,ADP
kapel,ADP,NOUN
tersebut,NOUN,DET
dan,DET,CCONJ
meninggal,CCONJ,VERB
dunia,VERB,NOUN
di,NOUN,ADP
Roma,ADP,PROPN
pada,PROPN,ADP
usia,ADP,NOUN
27,NOUN,NUM
tahun,NUM,NOUN
(titik),NOUN,PUNCT
Lia,NULL,PROPN
memiliki,PROPN,VERB
seorang,VERB,DET
anak,DET,NOUN
laki,NOUN,NOUN
(kurang),NOUN,PUNCT
laki,PUNCT,NOUN
(koma),NOUN,PUNCT
REY,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
6,PUNCT,NUM
tahun,NUM,NOUN
(tutupkurung),NOUN,PUNCT
(titik),PUNCT,PUNCT
Desa,NULL,PROPN
ini,PROPN,DET
memiliki,DET,VERB
jumlah,VERB,NOUN
penduduknya,NOUN,NOUN
sebagian,NOUN,DET
besar,DET,ADJ
bersuku,ADJ,VERB
daerah,VERB,NOUN
Flores,NOUN,PROPN
(titik),PROPN,PUNCT
RNA,NULL,PROPN
dapat,PROPN,ADV
menyimpan,ADV,VERB
informasi,VERB,NOUN
genetik,NOUN,NOUN
(bukakurung),NOUN,PUNCT
seperti,PUNCT,ADP
DNA,ADP,PROPN
(tutupkurung),PROPN,PUNCT
dan,PUNCT,CCONJ
juga,CCONJ,ADV
mengatalis,ADV,NOUN
reaksi,NOUN,NOUN
kimia,NOUN,NOUN
(bukakurung),NOUN,PUNCT
seperti,PUNCT,ADP
protein,ADP,NOUN
enzim,NOUN,NOUN
(tutupkurung),NOUN,PUNCT
(titik),PUNCT,PUNCT
Tumor,NULL,PROPN
otak,PROPN,NOUN
merupakan,NOUN,VERB
salah,VERB,DET
satu,DET,DET
penyakit,DET,NOUN
yang,NOUN,PRON
menyerang,PRON,VERB
otak,VERB,NOUN
(titik),NOUN,PUNCT
Setelah,NULL,ADP
menerima,ADP,VERB
perintah,VERB,NOUN
dokter,NOUN,NOUN
Soedarso,NOUN,PROPN
(koma),PROPN,PUNCT
Ali,PUNCT,PROPN
Anyang,PROPN,PROPN
pergi,PROPN,VERB
ke,VERB,ADP
wilayah,ADP,NOUN
Pantai,NOUN,PROPN
Utara,PROPN,PROPN
Kalbar,PROPN,PROPN
(koma),PROPN,PUNCT
antara,PUNCT,ADP
lain,ADP,ADJ
ke,ADJ,ADP
Mempawah,ADP,PROPN
(koma),PROPN,PUNCT
Singkawang,PUNCT,PROPN
dan,PROPN,CCONJ
Sambas,CCONJ,PROPN
(titik),PROPN,PUNCT
Auckland,NULL,PROPN
adalah,PROPN,AUX
kota,AUX,NOUN
Metropolitan,NOUN,PROPN
terbesar,PROPN,ADJ
di,ADJ,ADP
Selandia,ADP,PROPN
Baru,PROPN,PROPN
(titik),PROPN,PUNCT
Penduduknya,PUNCT,NOUN
berjumlah,NOUN,VERB
1.354,VERB,NUM
(titik),NUM,PUNCT
900,PUNCT,NUM
jiwa,NUM,NOUN
(titik),NOUN,PUNCT
Untuk,NULL,ADP
mengembangkan,ADP,VERB
batik,VERB,NOUN
Jombang,NOUN,PROPN
(koma),PROPN,PUNCT
berbagai,PUNCT,DET
usaha,DET,NOUN
dilakukan,NOUN,VERB
oleh,VERB,ADP
Ibu,ADP,PROPN
Hj,PROPN,PROPN
(titik),PROPN,PUNCT
Maniati,PUNCT,PROPN
(titik),PROPN,PUNCT
Panjang,NULL,NOUN
daunnya,NOUN,NOUN
5,NOUN,NUM
(kurang),NUM,PUNCT
10,PUNCT,NUM
cm,NUM,SYM
(koma),SYM,PUNCT
berbentuk,PUNCT,VERB
menyirip,VERB,ADJ
atau,ADJ,CCONJ
menyirip,CCONJ,ADJ
rangkap,ADJ,ADJ
dan,ADJ,CCONJ
memiliki,CCONJ,VERB
anak,VERB,NOUN
daun,NOUN,NOUN
seperti,NOUN,ADP
benang,ADP,NOUN
(titik),NOUN,PUNCT
Pada,NULL,ADP
masa,ADP,NOUN
kekuasaannya,NOUN,NOUN
(koma),NOUN,PUNCT
ia,PUNCT,PRON
berusaha,PRON,VERB
mengembalikan,VERB,VERB
kejayaan,VERB,NOUN
kekaisaran,NOUN,NOUN
dan,NOUN,CCONJ
menaklukkan,CCONJ,VERB
kembali,VERB,VERB
bagian,VERB,NOUN
barat,NOUN,NOUN
Kekaisaran,NOUN,NOUN
Romawi,NOUN,PROPN
(titik),PROPN,PUNCT
Pada,NULL,ADP
pihak,ADP,NOUN
yang,NOUN,PRON
lain,PRON,ADJ
(koma),ADJ,PUNCT
berjenis,PUNCT,VERB
(kurang),VERB,PUNCT
jenis,PUNCT,VERB
ulat,VERB,NOUN
diketahui,NOUN,VERB
sebagai,VERB,ADP
hama,ADP,NOUN
yang,NOUN,PRON
rakus,PRON,ADJ
(titik),ADJ,PUNCT
Dengan,NULL,ADP
bertambahnya,ADP,VERB
umur,VERB,NOUN
(koma),NOUN,PUNCT
kepadatan,PUNCT,NOUN
kayu,NOUN,NOUN
turi,NOUN,NOUN
pun,NOUN,PART
turut,PART,ADV
meningkat,ADV,VERB
(titik),VERB,PUNCT
Pencak,NULL,PROPN
(koma),PROPN,PUNCT
dapat,PUNCT,ADV
mempunyai,ADV,VERB
pengertian,VERB,NOUN
gerak,NOUN,NOUN
dasar,NOUN,ADJ
bela,ADJ,NOUN
diri,NOUN,NOUN
(koma),NOUN,PUNCT
yang,PUNCT,PRON
terikat,PRON,VERB
pada,VERB,ADP
peraturan,ADP,NOUN
dan,NOUN,CCONJ
digunakan,CCONJ,VERB
dalam,VERB,ADP
belajar,ADP,NOUN
(koma),NOUN,PUNCT
latihan,PUNCT,NOUN
dan,NOUN,CCONJ
pertunjukan,CCONJ,NOUN
(titik),NOUN,PUNCT
Uni,NULL,PROPN
Soviet,PROPN,PROPN
menganut,PROPN,VERB
sistem,VERB,NOUN
politik,NOUN,NOUN
satu,NOUN,DET
partai,DET,NOUN
yang,NOUN,PRON
didominasi,PRON,VERB
oleh,VERB,ADP
Partai,ADP,PROPN
Komunis,PROPN,PROPN
hingga,PROPN,ADP
1990,ADP,NUM
(titik),NUM,PUNCT
Cinta,NULL,PROPN
merekapun,PROPN,PRON
terlarang,PRON,VERB
(koma),VERB,PUNCT
selain,PUNCT,SCONJ
karena,SCONJ,SCONJ
itu,SCONJ,DET
ternyata,DET,ADV
Mio,ADV,PROPN
juga,PROPN,ADV
merupakan,ADV,VERB
calon,VERB,NOUN
istri,NOUN,NOUN
dari,NOUN,ADP
Taiga,ADP,PROPN
(koma),PROPN,PUNCT
king,PUNCT,NOUN
fangire,NOUN,NOUN
dan,NOUN,CCONJ
juga,CCONJ,ADV
merupakan,ADV,VERB
saudara,VERB,NOUN
tirinya,NOUN,NOUN
(titik),NOUN,PUNCT
Contoh,NULL,NOUN
keju,NOUN,NOUN
jenis,NOUN,NOUN
pasta,NOUN,NOUN
filata,NOUN,NOUN
lainnya,NOUN,ADJ
adalah,ADJ,AUX
Provolone,AUX,PROPN
(koma),PROPN,PUNCT
Caciocavallo,PUNCT,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
Mozzarella,CCONJ,PROPN
Nama,PROPN,NOUN
scamorza,NOUN,NOUN
berarti,NOUN,VERB
(petikdua),VERB,PUNCT
dipenggal,PUNCT,VERB
(petikdua),VERB,PUNCT
dalam,PUNCT,ADP
bahasa,ADP,NOUN
Italia,NOUN,PROPN
(titik),PROPN,PUNCT
Untuk,NULL,ADP
memperoleh,ADP,VERB
pohon,VERB,NOUN
aren,NOUN,NOUN
(koma),NOUN,PUNCT
para,PUNCT,DET
perajin,DET,NOUN
asal,NOUN,ADP
Jepara,ADP,PROPN
sampai,PROPN,ADV
berburu,ADV,VERB
ke,VERB,ADP
luar,ADP,NOUN
daerah,NOUN,NOUN
(koma),NOUN,PUNCT
seperti,PUNCT,ADP
ke,ADP,ADP
Rembang,ADP,PROPN
(koma),PROPN,PUNCT
Pati,PUNCT,PROPN
dan,PROPN,CCONJ
Blora,CCONJ,PROPN
(titik),PROPN,PUNCT
Nambaan,NULL,PROPN
adalah,PROPN,AUX
desa,AUX,NOUN
yang,NOUN,PRON
berada,PRON,VERB
di,VERB,ADP
kecamatan,ADP,PROPN
Ngasem,PROPN,PROPN
(koma),PROPN,PUNCT
Kabupaten,PUNCT,PROPN
Kediri,PROPN,PROPN
(koma),PROPN,PUNCT
Jawa,PUNCT,PROPN
Timur,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Tahap,NULL,NOUN
selanjutnya,NOUN,ADJ
pemusik,ADJ,NOUN
mulai,NOUN,VERB
menaikkan,VERB,VERB
tempo,VERB,NOUN
musiknya,NOUN,NOUN
sehingga,NOUN,SCONJ
pergerakan,SCONJ,NOUN
para,NOUN,DET
pandikar,DET,NOUN
juga,NOUN,ADV
semakin,ADV,ADV
cepat,ADV,ADJ
sesuai,ADJ,ADJ
dengan,ADJ,ADP
iringan,ADP,NOUN
musik,NOUN,NOUN
(koma),NOUN,PUNCT
pada,PUNCT,ADP
tahap,ADP,NOUN
inilah,NOUN,DET
para,DET,DET
pandikar,DET,NOUN
mulai,NOUN,VERB
saling,VERB,ADV
menyerang,ADV,VERB
dan,VERB,CCONJ
mengeluarkan,CCONJ,VERB
kemampuam,VERB,NOUN
masing,NOUN,DET
(kurang),DET,PUNCT
masing,PUNCT,DET
dalam,DET,ADP
beberapa,ADP,DET
saat,DET,NOUN
(koma),NOUN,PUNCT
biasanya,PUNCT,ADV
pada,ADV,ADP
tahap,ADP,NOUN
ini,NOUN,DET
para,DET,DET
penonton,DET,NOUN
akan,NOUN,ADV
menyemangati,ADV,VERB
para,VERB,DET
pandikar,DET,NOUN
dengan,NOUN,ADP
teriakan,ADP,NOUN
dan,NOUN,CCONJ
juga,CCONJ,ADV
memberikan,ADV,VERB
aplaus,VERB,NOUN
bagi,NOUN,ADP
pandikar,ADP,NOUN
yang,NOUN,PRON
berhasil,PRON,VERB
mencuri,VERB,NOUN
atau,NOUN,CCONJ
menyarangkan,CCONJ,VERB
pukulan,VERB,NOUN
ketubuh,NOUN,ADP
lawan,ADP,NOUN
atau,NOUN,CCONJ
juga,CCONJ,ADV
kepada,ADV,ADP
pandikar,ADP,NOUN
yang,NOUN,PRON
pertahanannya,PRON,NOUN
sulit,NOUN,ADJ
ditembus,ADJ,VERB
sang,VERB,DET
lawan,DET,NOUN
(titik),NOUN,PUNCT
Castelbellino,NULL,PROPN
adalah,PROPN,AUX
komune,AUX,NOUN
(bukakurung),NOUN,PUNCT
munisipalitas,PUNCT,NOUN
(tutupkurung),NOUN,PUNCT
yang,PUNCT,PRON
terletak,PRON,VERB
di,VERB,ADP
Provinsi,ADP,PROPN
Ancona,PROPN,PROPN
(koma),PROPN,PUNCT
Marche,PUNCT,PROPN
(koma),PROPN,PUNCT
Italia,PUNCT,PROPN
(titik),PROPN,PUNCT
Ritual,NULL,NOUN
ini,NOUN,DET
dimaksudkan,DET,VERB
untuk,VERB,ADP
menolak,ADP,VERB
bala,VERB,NOUN
(bukakurung),NOUN,PUNCT
byeoksa,PUNCT,NOUN
(tutupkurung),NOUN,PUNCT
(koma),PUNCT,PUNCT
mengusir,PUNCT,VERB
arwah,VERB,NOUN
jahat,NOUN,ADJ
dan,ADJ,CCONJ
memohon,CCONJ,VERB
keberkatan,VERB,NOUN
tahun,NOUN,NOUN
baru,NOUN,ADJ
yang,ADJ,PRON
penuh,PRON,VERB
kesejahteraan,VERB,NOUN
dan,NOUN,CCONJ
keberuntungan,CCONJ,NOUN
bagi,NOUN,ADP
bangsa,ADP,NOUN
dan,NOUN,CCONJ
negara,CCONJ,NOUN
(titik),NOUN,PUNCT
Para,NULL,DET
buruh,DET,NOUN
yang,NOUN,PRON
mogok,PRON,VERB
itu,VERB,DET
digiring,DET,VERB
ke,VERB,ADP
penjara,ADP,NOUN
(kurang),NOUN,PUNCT
penjara,PUNCT,NOUN
militer,NOUN,ADJ
di,ADJ,ADP
pulau,ADP,NOUN
dan,NOUN,CCONJ
kamp,CCONJ,NOUN
konsentrasi,NOUN,NOUN
di,NOUN,ADP
kota,ADP,NOUN
Pisagua,NOUN,PROPN
(titik),PROPN,PUNCT
Dan,NULL,CCONJ
apakah,CCONJ,ADV
akhirnya,ADV,ADV
kehidupan,ADV,NOUN
bermurah,NOUN,VERB
hati,VERB,NOUN
pada,NOUN,ADP
mereka,ADP,PRON
yang,PRON,PRON
terus,PRON,ADV
berusaha,ADV,VERB
menggapai,VERB,VERB
mimpi,VERB,NOUN
(tanya),NOUN,PUNCT
Bagaimana,NULL,SCONJ
dengan,SCONJ,ADP
Yohanes,ADP,PROPN
(koma),PROPN,PUNCT
bila,PUNCT,SCONJ
dalam,SCONJ,ADP
surat,ADP,NOUN
amnya,NOUN,NOUN
ia,NOUN,PRON
berkata,PRON,VERB
bahwa,VERB,SCONJ
ada,SCONJ,VERB
Tiga,VERB,PROPN
yang,PROPN,PRON
memberi,PRON,VERB
kesaksian,VERB,NOUN
(koma),NOUN,PUNCT
Roh,PUNCT,PROPN
dan,PROPN,CCONJ
air,CCONJ,NOUN
dan,NOUN,CCONJ
darah,CCONJ,NOUN
(tanya),NOUN,PUNCT
Apakah,NULL,ADV
Nina,ADV,PROPN
rela,PROPN,ADV
menjual,ADV,VERB
semua,VERB,DET
prinsip,DET,NOUN
hidupnya,NOUN,NOUN
demi,NOUN,ADP
popularitas,ADP,NOUN
di,NOUN,ADP
sekolah,ADP,NOUN
(tanya),NOUN,PUNCT
Setelah,NULL,SCONJ
ia,SCONJ,PRON
meninggal,PRON,VERB
(koma),VERB,PUNCT
ia,PUNCT,PRON
diberi,PRON,VERB
gelar,VERB,NOUN
Permaisuri,NOUN,PROPN
dan,PROPN,CCONJ
dimakamkan,CCONJ,VERB
di,VERB,ADP
pemakaman,ADP,NOUN
Gia,NOUN,PROPN
Long,PROPN,PROPN
Thiên,PROPN,PROPN
Thọ,PROPN,PROPN
(titik),PROPN,PUNCT
Jumlah,NULL,NOUN
produksinya,NOUN,NOUN
adalah,NOUN,AUX
250,AUX,NUM
(titik),NUM,PUNCT
Semua,NULL,DET
pihak,DET,NOUN
yang,NOUN,PRON
urun,PRON,VERB
rembug,VERB,VERB
pada,VERB,ADP
majalah,ADP,NOUN
Tintin,NOUN,PROPN
juga,PROPN,ADV
mempergunakan,ADV,VERB
gaya,VERB,NOUN
ini,NOUN,DET
(titik),DET,PUNCT
Amrish,NULL,PROPN
Puri,PROPN,PROPN
berperan,PROPN,VERB
dalam,VERB,ADP
lebih,ADP,ADV
dari,ADV,ADP
400,ADP,NUM
film,NUM,NOUN
antara,NOUN,ADP
1967,ADP,NUM
(kurang),NUM,PUNCT
2005,PUNCT,NUM
(titik),NUM,PUNCT
Sisa,NULL,PROPN
isotop,PROPN,PROPN
radioaktif,PROPN,ADJ
lainnya,ADJ,NOUN
mempunyai,NOUN,VERB
paruh,VERB,ADJ
waktu,ADJ,NOUN
kurang,NOUN,ADV
dari,ADV,ADP
7,ADP,NUM
detik,NUM,NOUN
dan,NOUN,CCONJ
kebanyakan,CCONJ,NOUN
malah,NOUN,NOUN
kurang,NOUN,ADV
dari,ADV,ADP
0,ADP,NUM
(koma),NUM,PUNCT
1,PUNCT,NUM
detik,NUM,NOUN
(titik),NOUN,PUNCT
Pudu,NULL,PROPN
adalah,PROPN,AUX
salah,AUX,DET
satu,DET,DET
desa,DET,NOUN
di,NOUN,ADP
kecamatan,ADP,PROPN
Sukamara,PROPN,PROPN
(koma),PROPN,PUNCT
Kabupaten,PUNCT,PROPN
Sukamara,PROPN,PROPN
(koma),PROPN,PUNCT
Provinsi,PUNCT,PROPN
Kalimantan,PROPN,PROPN
Tengah,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Alat,NULL,PROPN
bantu,PROPN,NOUN
pihak,NOUN,NOUN
ketiga,NOUN,NUM
kemudian,NUM,ADV
mengembangkan,ADV,VERB
kemampuan,VERB,NOUN
untuk,NOUN,ADP
menapis,ADP,VERB
iklan,VERB,NOUN
(titik),NOUN,PUNCT
Flower,NULL,PROPN
Boy,PROPN,PROPN
Ramyun,PROPN,PROPN
Shop,PROPN,PROPN
(bukakurung),PROPN,PUNCT
(titikkoma),PUNCT,PUNCT
atau,PUNCT,CCONJ
dikenal,CCONJ,VERB
juga,VERB,ADV
sebagai,ADV,ADP
Flower,ADP,PROPN
Boy,PROPN,PROPN
Ramen,PROPN,PROPN
Shop,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
adalah,PUNCT,AUX
serial,AUX,NOUN
televisi,NOUN,NOUN
Korea,NOUN,PROPN
Selatan,PROPN,PROPN
yang,PROPN,PRON
ditayangkan,PRON,VERB
oleh,VERB,ADP
tvN,ADP,PROPN
(titik),PROPN,PUNCT
Katak,NULL,PROPN
ini,PROPN,DET
merupakan,DET,VERB
satwa,VERB,NOUN
endemik,NOUN,ADJ
Papua,ADJ,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Serial,NULL,NOUN
ini,NOUN,DET
bercerita,DET,VERB
tentang,VERB,ADP
Jang,ADP,PROPN
Mi,PROPN,PROPN
(kurang),PROPN,PUNCT
ri,PUNCT,PROPN
yang,PROPN,PRON
menggunakan,PRON,VERB
keserakahan,VERB,NOUN
karena,NOUN,CCONJ
masa,CCONJ,NOUN
lalunya,NOUN,NOUN
yang,NOUN,PRON
bermasalah,PRON,VERB
dan,VERB,CCONJ
dua,CCONJ,NUM
pria,NUM,NOUN
dalam,NOUN,ADP
hidupnya,ADP,NOUN
yang,NOUN,PRON
menyebabkan,PRON,VERB
kehancuran,VERB,NOUN
pada,NOUN,ADP
dirinya,ADP,PRON
(titik),PRON,PUNCT
Masjid,NULL,PROPN
Tua,PROPN,PROPN
Palopo,PROPN,PROPN
tumbuh,PROPN,VERB
pada,VERB,ADP
zaman,ADP,NOUN
madya,NOUN,NOUN
Indonesia,NOUN,PROPN
yang,PROPN,PRON
berfungsi,PRON,VERB
sebagai,VERB,ADP
masjid,ADP,NOUN
Kerajaan,NOUN,NOUN
atau,NOUN,CCONJ
masjid,CCONJ,NOUN
istana,NOUN,NOUN
(koma),NOUN,PUNCT
maka,PUNCT,SCONJ
dari,SCONJ,ADP
itu,ADP,DET
letaknya,DET,NOUN
berada,NOUN,VERB
di,VERB,ADP
sebelah,ADP,ADP
barat,ADP,NOUN
alun,NOUN,NOUN
(kurang),NOUN,PUNCT
alun,PUNCT,NOUN
dan,NOUN,CCONJ
masjid,CCONJ,NOUN
merupakan,NOUN,VERB
gambaran,VERB,NOUN
struktur,NOUN,NOUN
perkotaan,NOUN,NOUN
pada,NOUN,ADP
awal,ADP,ADJ
masa,ADJ,NOUN
Islam,NOUN,PROPN
di,PROPN,ADP
Indonesia,ADP,PROPN
(titik),PROPN,PUNCT
Adat,NULL,NOUN
pamabakng,NOUN,NOUN
dan,NOUN,CCONJ
Mangkok,CCONJ,PROPN
Merah,PROPN,PROPN
saling,PROPN,ADV
berseberangan,ADV,VERB
dan,VERB,CCONJ
mengandung,CCONJ,VERB
makna,VERB,NOUN
yang,NOUN,PRON
bertentangan,PRON,VERB
(titik),VERB,PUNCT
Kernel,NULL,PROPN
Linux,PROPN,PROPN
adalah,PROPN,AUX
kernel,AUX,NOUN
yang,NOUN,PRON
digunakan,PRON,VERB
dalam,VERB,ADP
sistem,ADP,NOUN
operasi,NOUN,NOUN
GNU,NOUN,PROPN
(slice),PROPN,SYM
Linux,SYM,PROPN
(titik),PROPN,PUNCT
Episode,NULL,NOUN
ini,NOUN,DET
memiliki,DET,VERB
judul,VERB,NOUN
yang,NOUN,PRON
sama,PRON,ADJ
dengan,ADJ,ADP
salah,ADP,DET
satu,DET,DET
lagu,DET,NOUN
asli,NOUN,ADJ
buatan,ADJ,NOUN
Glee,NOUN,PROPN
(koma),PROPN,PUNCT
(petikdua),PUNCT,PUNCT
Extraordinary,PUNCT,PROPN
Merry,PROPN,PROPN
Christmas,PROPN,PROPN
(petikdua),PROPN,PUNCT
(koma),PUNCT,PUNCT
yang,PUNCT,PRON
ditulis,PRON,VERB
oleh,VERB,ADP
produser,ADP,NOUN
eksekutif,NOUN,ADJ
Glee,ADJ,PROPN
Adam,PROPN,PROPN
Anders,PROPN,PROPN
(koma),PROPN,PUNCT
penulis,PUNCT,NOUN
lagu,NOUN,NOUN
Peer,NOUN,PROPN
Åström,PROPN,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
Shelly,CCONJ,PROPN
Peiken,PROPN,PROPN
(titik),PROPN,PUNCT
Sekolah,NULL,PROPN
Menengah,PROPN,PROPN
Pertama,PROPN,PROPN
Negeri,PROPN,PROPN
19,PROPN,NUM
Jakarta,NUM,PROPN
adalah,PROPN,AUX
sebuah,AUX,DET
Sekolah,DET,PROPN
Menengah,PROPN,PROPN
Pertama,PROPN,PROPN
yang,PROPN,PRON
tergabung,PRON,VERB
dalam,VERB,ADP
perwakilan,ADP,NOUN
sekolah,NOUN,NOUN
SEAMEO,NOUN,PROPN
internasional,PROPN,ADJ
yang,ADJ,PRON
terletak,PRON,VERB
di,VERB,ADP
Jalan,ADP,PROPN
Bumi,PROPN,PROPN
Blok,PROPN,PROPN
E,PROPN,PROPN
No,PROPN,PROPN
(titik),PROPN,PUNCT
21,PUNCT,NUM
(koma),NUM,PUNCT
Kebayoran,PUNCT,PROPN
Baru,PROPN,PROPN
yang,PROPN,PRON
saat,PRON,NOUN
ini,NOUN,DET
berstatus,DET,VERB
sebagai,VERB,ADP
Sekolah,ADP,PROPN
Standar,PROPN,PROPN
Nasional,PROPN,PROPN
yang,PROPN,PRON
dikepalai,PRON,VERB
oleh,VERB,ADP
Ir,ADP,PROPN
(titik),PROPN,PUNCT
H,PUNCT,PROPN
(titik),PROPN,PUNCT
Morgan,PUNCT,PROPN
Napitupulu,PROPN,PROPN
(koma),PROPN,PUNCT
M,PUNCT,PROPN
(titik),PROPN,PUNCT
Si,PUNCT,PROPN
(titik),PROPN,PUNCT
SMPN,PUNCT,PROPN
19,PROPN,NUM
Jakarta,NUM,PROPN
merupakan,PROPN,VERB
sekolah,VERB,NOUN
yang,NOUN,PRON
memiliki,PRON,VERB
banyak,VERB,ADV
prestasi,ADV,VERB
secara,VERB,ADP
akademik,ADP,ADJ
maupun,ADJ,CCONJ
non,CCONJ,ADJ
(kurang),ADJ,PUNCT
akademik,PUNCT,ADJ
(titik),ADJ,PUNCT
Kelumbayan,NULL,PROPN
adalah,PROPN,AUX
sebuah,AUX,DET
kecamatan,DET,NOUN
di,NOUN,ADP
Kabupaten,ADP,PROPN
Tanggamus,PROPN,PROPN
(koma),PROPN,PUNCT
Lampung,PUNCT,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Portland,NULL,PROPN
(koma),PROPN,PUNCT
San,PUNCT,PROPN
Francisco,PROPN,PROPN
(koma),PROPN,PUNCT
Aaron,PUNCT,PROPN
Ward,PROPN,PROPN
(koma),PROPN,PUNCT
Sterett,PUNCT,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
O,CCONJ,PROPN
(petiksatu),PROPN,PUNCT
Bannon,PUNCT,PROPN
akhirnya,PROPN,ADV
selamat,ADV,ADJ
kembali,ADJ,VERB
ke,VERB,ADP
pelabuhan,ADP,NOUN
di,NOUN,ADP
garis,ADP,NOUN
belakang,NOUN,NOUN
untuk,NOUN,ADP
direparasi,ADP,VERB
(titik),VERB,PUNCT
Sebaliknya,NULL,ADV
ia,ADV,PRON
sering,PRON,ADV
terlibat,ADV,VERB
perkelahian,VERB,NOUN
(koma),NOUN,PUNCT
mabuk,PUNCT,NOUN
(kurang),NOUN,PUNCT
mabukan,PUNCT,NOUN
(koma),NOUN,PUNCT
dan,PUNCT,CCONJ
berjudi,CCONJ,NOUN
(titik),NOUN,PUNCT
Kondisi,NULL,NOUN
psikologi,NOUN,ADJ
masyarakat,ADJ,NOUN
Kabupaten,NOUN,PROPN
Sambas,PROPN,PROPN
masih,PROPN,ADV
diliputi,ADV,VERB
traumatis,VERB,ADJ
dan,ADJ,CCONJ
rasa,CCONJ,NOUN
luka,NOUN,NOUN
yang,NOUN,PRON
mendalam,PRON,ADJ
(titik),ADJ,PUNCT
Pada,NULL,ADP
tahun,ADP,NOUN
2000,NOUN,NUM
(koma),NUM,PUNCT
ia,PUNCT,PRON
pindah,PRON,VERB
ke,VERB,ADP
Eropa,ADP,PROPN
dan,PROPN,CCONJ
mengikuti,CCONJ,VERB
Formula,VERB,PROPN
Renault,PROPN,PROPN
Italia,PROPN,PROPN
dan,PROPN,CCONJ
Formula,CCONJ,PROPN
Renault,PROPN,PROPN
Eropa,PROPN,PROPN
(titik),PROPN,PUNCT
Dalam,NULL,ADP
Buah,ADP,PROPN
Rindu,PROPN,PROPN
(koma),PROPN,PUNCT
yang,PUNCT,PRON
ditulis,PRON,VERB
antara,VERB,ADP
tahun,ADP,NOUN
1928,NOUN,NUM
dan,NUM,CCONJ
tahun,CCONJ,NOUN
1935,NOUN,NUM
terlihat,NUM,VERB
jelas,VERB,ADJ
perubahan,ADJ,NOUN
perlahan,NOUN,ADJ
saat,ADJ,SCONJ
lirik,SCONJ,NOUN
pantun,NOUN,NOUN
dan,NOUN,CCONJ
syair,CCONJ,NOUN
Melayu,NOUN,PROPN
menjadi,PROPN,VERB
sajak,VERB,NOUN
yang,NOUN,PRON
lebih,PRON,ADV
modern,ADV,ADJ
(titik),ADJ,PUNCT
Tim,NULL,NOUN
yang,NOUN,PRON
berjaga,PRON,VERB
mengutus,VERB,VERB
pasangan,VERB,NOUN
yang,NOUN,PRON
terdiri,PRON,VERB
dari,VERB,ADP
seorang,ADP,DET
pelempar,DET,NOUN
(bukakurung),NOUN,PUNCT
pitcher,PUNCT,NOUN
(tutupkurung),NOUN,PUNCT
yang,PUNCT,PRON
berdiri,PRON,VERB
di,VERB,ADP
atas,ADP,ADP
mound,ADP,NOUN
(bukakurung),NOUN,PUNCT
gundukan,PUNCT,NOUN
(tutupkurung),NOUN,PUNCT
dan,PUNCT,CCONJ
penangkap,CCONJ,NOUN
(bukakurung),NOUN,PUNCT
catcher,PUNCT,NOUN
(tutupkurung),NOUN,PUNCT
yang,PUNCT,PRON
berjongkok,PRON,VERB
di,VERB,ADP
belakang,ADP,NOUN
home,NOUN,NOUN
plate,NOUN,NOUN
(titik),NOUN,PUNCT
