@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_word string
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
Turnamen,NULL,PROPN
Merdeka,Turnamen,PROPN
1960,Merdeka,NUM
merupakan,1960,VERB
edisi,merupakan,NOUN
keempat,edisi,NUM
dari,keempat,ADP
Turnamen,dari,PROPN
Merdeka,Turnamen,PROPN
sejak,Merdeka,ADP
1957,sejak,NUM
(titik),1957,PUNCT
Kepulauan,NULL,PROPN
Nusantara,Kepulauan,PROPN
adalah,Nusantara,AUX
relief,adalah,NOUN
alam,relief,NOUN
yang,alam,PRON
terbentuk,yang,VERB
dari,terbentuk,ADP
proses,dari,NOUN
pertemuan,proses,NOUN
antara,pertemuan,ADP
tiga,antara,NUM
lempeng,tiga,NOUN
bumi,lempeng,NOUN
(titik),bumi,PUNCT
Di,NULL,ADP
rumah,Di,NOUN
sakit,rumah,NOUN
jiwa,sakit,NOUN
(koma),jiwa,PUNCT
setelah,(koma),ADP
kondisi,setelah,NOUN
mentalnya,kondisi,NOUN
yang,mentalnya,PRON
semakin,yang,ADV
tidak,semakin,PART
stabil,tidak,ADJ
(koma),stabil,PUNCT
ia,(koma),PRON
berhasil,ia,VERB
mengambil,berhasil,VERB
sepucuk,mengambil,DET
pistol,sepucuk,NOUN
dari,pistol,ADP
saku,dari,NOUN
celana,saku,NOUN
seorang,celana,DET
polisi,seorang,NOUN
(koma),polisi,PUNCT
lalu,(koma),SCONJ
dengan,lalu,ADP
pengancaman,dengan,NOUN
(koma),pengancaman,PUNCT
ia,(koma),PRON
berhasil,ia,VERB
kabur,berhasil,VERB
dari,kabur,ADP
rumah,dari,NOUN
sakit,rumah,NOUN
tersebut,sakit,DET
(titik),tersebut,PUNCT
Kecamatan,NULL,PROPN
Sidemen,Kecamatan,PROPN
adalah,Sidemen,AUX
sebuah,adalah,DET
kecamatan,sebuah,NOUN
di,kecamatan,ADP
Kabupaten,di,PROPN
Karangasem,Kabupaten,PROPN
(koma),Karangasem,PUNCT
Bali,(koma),PROPN
(koma),Bali,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Mengapa,NULL,ADV
hal,Mengapa,NOUN
ini,hal,DET
tidak,ini,PART
terjadi,tidak,VERB
dalam,terjadi,ADP
Protestanisme,dalam,PROPN
(tanya),Protestanisme,PUNCT
Perusahaan,NULL,NOUN
ini,Perusahaan,DET
merupakan,ini,VERB
perusahaan,merupakan,NOUN
airline,perusahaan,NOUN
terbesar,airline,ADJ
di,terbesar,ADP
dunia,di,NOUN
dalam,dunia,ADP
pendapatan,dalam,NOUN
operasi,pendapatan,NOUN
total,operasi,ADJ
(koma),total,PUNCT
dan,(koma),CCONJ
ketiga,dan,NUM
(kurang),ketiga,PUNCT
terbesar,(kurang),ADJ
dunia,terbesar,NOUN
dalam,dunia,ADP
penumpang,dalam,NOUN
(kurang),penumpang,PUNCT
kilometer,(kurang),NOUN
(titik),kilometer,PUNCT
Fokus,NULL,NOUN
Penelitian,Fokus,NOUN
atau,Penelitian,CCONJ
Pernyataan,atau,NOUN
Masalah,Pernyataan,NOUN
Pada,Masalah,ADP
bagian,Pada,NOUN
ini,bagian,DET
diuraikan,ini,VERB
pernyataan,diuraikan,NOUN
kalimat,pernyataan,NOUN
yang,kalimat,PRON
spesifik,yang,ADJ
tentang,spesifik,ADP
gejala,tentang,NOUN
atau,gejala,CCONJ
fenomena,atau,NOUN
yang,fenomena,PRON
diteliti,yang,VERB
(titik),diteliti,PUNCT
Namun,NULL,SCONJ
teori,Namun,NOUN
ini,teori,DET
berbeda,ini,VERB
dengan,berbeda,ADP
aturan,dengan,NOUN
tradisional,aturan,ADJ
dalam,tradisional,ADP
menulis,dalam,VERB
aksara,menulis,NOUN
Bali,aksara,PROPN
(titik),Bali,PUNCT
Na,(titik),PROPN
rambat,Na,PROPN
biasanya,rambat,ADV
ditulis,biasanya,VERB
apabila,ditulis,SCONJ
dalam,apabila,ADP
suatu,dalam,DET
kata,suatu,NOUN
terkandung,kata,VERB
bunyi,terkandung,NOUN
(slice),bunyi,SYM
ɳ,(slice),PROPN
(slice),ɳ,SYM
yang,(slice),PRON
disusul,yang,VERB
oleh,disusul,ADP
bunyi,oleh,NOUN
konsonan,bunyi,NOUN
retrofleks,konsonan,NOUN
(bukakurung),retrofleks,PUNCT
contoh,(bukakurung),NOUN
(titikdua),contoh,PUNCT
(slice),(titikdua),SYM
ʂ,(slice),PROPN
(slice),ʂ,SYM
(koma),(slice),PUNCT
(slice),(koma),SYM
ʈ,(slice),PROPN
(slice),ʈ,SYM
(koma),(slice),PUNCT
(slice),(koma),SYM
ɖ,(slice),PROPN
(slice),ɖ,SYM
(tutupkurung),(slice),PUNCT
(koma),(tutupkurung),PUNCT
dan,(koma),CCONJ
demikian,dan,ADV
sebaliknya,demikian,ADV
(titik),sebaliknya,PUNCT
Di,NULL,ADP
samping,Di,NOUN
pantai,samping,NOUN
(koma),pantai,PUNCT
daerah,(koma),NOUN
yang,daerah,PRON
dikenal,yang,VERB
sebagai,dikenal,ADP
(petikdua),sebagai,PUNCT
daerah,(petikdua),NOUN
seribu,daerah,NOUN
gua,seribu,NOUN
(petikdua),gua,PUNCT
ini,(petikdua),DET
memang,ini,ADV
memiliki,memang,VERB
ribuan,memiliki,NOUN
gua,ribuan,NOUN
yang,gua,PRON
terbentuk,yang,VERB
karena,terbentuk,CCONJ
batuan,karena,VERB
kapur,batuan,NOUN
di,kapur,ADP
pegunungan,di,NOUN
yang,pegunungan,PRON
membentang,yang,VERB
dari,membentang,ADP
Pelabuhanratu,dari,PROPN
sampai,Pelabuhanratu,ADP
Bayah,sampai,PROPN
dan,Bayah,CCONJ
Malingping,dan,PROPN
(titik),Malingping,PUNCT
Kota,NULL,NOUN
ini,Kota,DET
memiliki,ini,VERB
kode,memiliki,NOUN
pos,kode,NOUN
38019,pos,NUM
(titik),38019,PUNCT
Ke,NULL,ADP
situs,Ke,NOUN
video,situs,NOUN
Nico,video,PROPN
Nico,Nico,PROPN
Douga,Nico,PROPN
video,Douga,PROPN
sharing,video,PROPN
situs,sharing,PROPN
berbagi,situs,ADJ
menggunakan,berbagi,VERB
perangkat,menggunakan,NOUN
lunak,perangkat,ADJ
Vocaloid,lunak,PROPN
Hatsune,Vocaloid,PROPN
Miku,Hatsune,PROPN
(koma),Miku,PUNCT
untuk,(koma),ADP
vokal,untuk,NOUN
(koma),vokal,PUNCT
sejak,(koma),ADP
saat,sejak,NOUN
itu,saat,DET
(koma),itu,PUNCT
video,(koma),NOUN
telah,video,ADV
dilihat,telah,VERB
lebih,dilihat,ADV
dari,lebih,ADP
5,dari,NUM
juta,5,NUM
kali,juta,NOUN
(bukakurungsiku),kali,PUNCT
3,(bukakurungsiku),NUM
(tutupkurungsiku),3,PUNCT
(titik),(tutupkurungsiku),PUNCT
Bagaimana,NULL,ADV
perjuangan,Bagaimana,NOUN
hidup,perjuangan,NOUN
Isabella,hidup,PROPN
(tanya),Isabella,PUNCT
Diikuti,NULL,VERB
kemenangan,Diikuti,NOUN
tersebut,kemenangan,DET
(koma),tersebut,PUNCT
Dirk,(koma),PROPN
III,Dirk,NUM
diijinkan,III,VERB
untuk,diijinkan,ADP
menyinmpan,untuk,VERB
wilayahnya,menyinmpan,NOUN
dan,wilayahnya,CCONJ
ia,dan,PRON
melanjutkan,ia,VERB
memungut,melanjutkan,VERB
pembayaran,memungut,NOUN
tolnya,pembayaran,NOUN
(titik),tolnya,PUNCT
Akut,NULL,PROPN
Miokard,Akut,PROPN
Infark,Miokard,PROPN
transmural,Infark,ADJ
mengenai,transmural,VERB
seluruh,mengenai,DET
bagian,seluruh,NOUN
dari,bagian,ADP
dinding,dari,NOUN
miokard,dinding,ADJ
dan,miokard,CCONJ
juga,dan,ADV
terjadi,juga,VERB
pada,terjadi,ADP
daerah,pada,NOUN
distribusi,daerah,NOUN
suatu,distribusi,DET
arteri,suatu,NOUN
koroner,arteri,NOUN
(titik),koroner,PUNCT
Ada,NULL,VERB
dua,Ada,NUM
misi,dua,NOUN
Habibie,misi,PROPN
Centre,Habibie,PROPN
yakni,Centre,ADV
pertama,yakni,NUM
untuk,pertama,ADP
menciptakan,untuk,VERB
masyarakat,menciptakan,NOUN
demokratis,masyarakat,ADJ
secara,demokratis,ADP
kultural,secara,ADJ
dan,kultural,CCONJ
struktural,dan,ADJ
yang,struktural,PRON
mengakui,yang,VERB
(koma),mengakui,PUNCT
menghormati,(koma),VERB
dan,menghormati,CCONJ
menjunjung,dan,NOUN
tinggi,menjunjung,ADJ
hak,tinggi,NOUN
asasi,hak,ADJ
manusia,asasi,NOUN
(koma),manusia,PUNCT
serta,(koma),CCONJ
mengkaji,serta,VERB
dan,mengkaji,CCONJ
mengangkat,dan,VERB
isu,mengangkat,NOUN
(kurang),isu,PUNCT
isu,(kurang),NOUN
perkembangan,isu,NOUN
demokrasi,perkembangan,NOUN
dan,demokrasi,CCONJ
hak,dan,NOUN
asasi,hak,ADJ
manusia,asasi,NOUN
(titik),manusia,PUNCT
Dan,(titik),CCONJ
kedua,Dan,NUM
untuk,kedua,ADP
memajukan,untuk,VERB
dan,memajukan,CCONJ
meningkatkan,dan,VERB
pengelolaan,meningkatkan,NOUN
sumber,pengelolaan,NOUN
daya,sumber,NOUN
manusia,daya,NOUN
dan,manusia,CCONJ
usaha,dan,NOUN
sosialisasi,usaha,NOUN
teknologi,sosialisasi,NOUN
(titik),teknologi,PUNCT
Sebelumnya,NULL,ADV
Kesultanan,Sebelumnya,PROPN
Banjar,Kesultanan,PROPN
membayar,Banjar,VERB
upeti,membayar,NOUN
kepada,upeti,ADP
Kesultanan,kepada,PROPN
Demak,Kesultanan,PROPN
(koma),Demak,PUNCT
tetapi,(koma),SCONJ
pada,tetapi,ADP
masa,pada,NOUN
Kesultanan,masa,PROPN
Pajang,Kesultanan,PROPN
penerus,Pajang,NOUN
Kesultanan,penerus,PROPN
Demak,Kesultanan,PROPN
(koma),Demak,PUNCT
Kesultanan,(koma),PROPN
Banjar,Kesultanan,PROPN
tidak,Banjar,PART
lagi,tidak,ADV
mengirim,lagi,VERB
upeti,mengirim,NOUN
ke,upeti,ADP
Jawa,ke,PROPN
(titik),Jawa,PUNCT
Supremasi,(titik),NOUN
Jawa,Supremasi,PROPN
terhadap,Jawa,ADP
Banjarmasin,terhadap,PROPN
(koma),Banjarmasin,PUNCT
dilakukan,(koma),VERB
lagi,dilakukan,ADV
oleh,lagi,ADP
Tuban,oleh,PROPN
pada,Tuban,ADP
tahun,pada,NOUN
1615,tahun,NUM
untuk,1615,ADP
menaklukkan,untuk,VERB
Banjarmasin,menaklukkan,PROPN
dengan,Banjarmasin,ADP
bantuan,dengan,NOUN
Madura,bantuan,PROPN
(bukakurung),Madura,PUNCT
Arosbaya,(bukakurung),PROPN
(tutupkurung),Arosbaya,PUNCT
dan,(tutupkurung),CCONJ
Surabaya,dan,PROPN
(koma),Surabaya,PUNCT
tetapi,(koma),SCONJ
gagal,tetapi,VERB
karena,gagal,SCONJ
mendapat,karena,VERB
perlawanan,mendapat,NOUN
yang,perlawanan,PRON
sengit,yang,ADJ
(titik),sengit,PUNCT
Di,NULL,ADP
wilayah,Di,NOUN
utara,wilayah,NOUN
(koma),utara,PUNCT
unit,(koma),NOUN
yang,unit,PRON
mengandung,yang,VERB
ambar,mengandung,NOUN
berbentuk,ambar,VERB
batuan,berbentuk,NOUN
klastik,batuan,ADJ
(koma),klastik,PUNCT
batu,(koma),NOUN
pasir,batu,NOUN
yang,pasir,PRON
tertumpuk,yang,VERB
di,tertumpuk,ADP
daerah,di,NOUN
delta,daerah,NOUN
atau,delta,CCONJ
bahkan,atau,ADV
lingkungan,bahkan,NOUN
air,lingkungan,NOUN
dalam,air,ADJ
(titik),dalam,PUNCT
Setelah,NULL,ADP
kesempatan,Setelah,NOUN
pertemuan,kesempatan,NOUN
melalui,pertemuan,ADP
Internet,melalui,PROPN
(koma),Internet,PUNCT
Caleb,(koma),PROPN
bertemu,Caleb,VERB
dan,bertemu,CCONJ
jatuh,dan,VERB
jungkir,jatuh,VERB
balik,jungkir,VERB
untuk,balik,ADP
Jeremy,untuk,PROPN
(koma),Jeremy,PUNCT
dan,(koma),CCONJ
segera,dan,ADV
batas,segera,NOUN
antara,batas,ADP
cinta,antara,NOUN
dan,cinta,CCONJ
kebohongan,dan,NOUN
kabur,kebohongan,VERB
(titik),kabur,PUNCT
Mereka,NULL,PRON
diberikan,Mereka,VERB
waktu,diberikan,NOUN
untuk,waktu,ADP
menyangkal,untuk,VERB
iman,menyangkal,NOUN
mereka,iman,PRON
(titik),mereka,PUNCT
Banjar,NULL,PROPN
Agung,Banjar,PROPN
adalah,Agung,AUX
sebuah,adalah,DET
kecamatan,sebuah,NOUN
di,kecamatan,ADP
Kabupaten,di,PROPN
Tulang,Kabupaten,PROPN
Bawang,Tulang,PROPN
(koma),Bawang,PUNCT
Lampung,(koma),PROPN
(koma),Lampung,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Ia,NULL,PRON
meraih,Ia,VERB
gelar,meraih,NOUN
sarjana,gelar,NOUN
pada,sarjana,ADP
tahun,pada,NOUN
1973,tahun,NUM
dari,1973,ADP
IAIN,dari,PROPN
Syarif,IAIN,PROPN
Hidayatullah,Syarif,PROPN
dan,Hidayatullah,CCONJ
merupakan,dan,VERB
mantan,merupakan,NOUN
politikus,mantan,NOUN
dari,politikus,ADP
Partai,dari,PROPN
Persatuan,Partai,PROPN
Pembangunan,Persatuan,PROPN
(titik),Pembangunan,PUNCT
Katak,NULL,NOUN
ini,Katak,DET
merupakan,ini,VERB
satwa,merupakan,NOUN
endemik,satwa,ADJ
Papua,endemik,PROPN
(koma),Papua,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Walaupun,NULL,SCONJ
seringkali,Walaupun,ADV
tak,seringkali,PART
terlihat,tak,VERB
di,terlihat,ADP
acara,di,NOUN
(koma),acara,PUNCT
setiap,(koma),DET
tim,setiap,NOUN
selalu,tim,ADV
diikuti,selalu,VERB
oleh,diikuti,ADP
2,oleh,NUM
orang,2,NOUN
tim,orang,NOUN
produksi,tim,NOUN
audio,produksi,NOUN
dan,audio,CCONJ
video,dan,NOUN
yang,video,PRON
merekam,yang,VERB
perjalanan,merekam,NOUN
tim,perjalanan,NOUN
sepanjang,tim,ADP
babak,sepanjang,NOUN
(koma),babak,PUNCT
dan,(koma),CCONJ
harus,dan,ADV
dapat,harus,ADV
terus,dapat,ADV
mengikuti,terus,VERB
tim,mengikuti,NOUN
selama,tim,ADP
mereka,selama,PRON
berlomba,mereka,NOUN
(titik),berlomba,PUNCT
Selanjutnya,NULL,ADV
(koma),Selanjutnya,PUNCT
Amazon,(koma),PROPN
meluncurkan,Amazon,VERB
Kindle,meluncurkan,PROPN
untuk,Kindle,ADP
Macintosh,untuk,PROPN
(titik),Macintosh,PUNCT
Pinggiran,NULL,NOUN
ini,Pinggiran,DET
mencakup,ini,VERB
daerah,mencakup,NOUN
yang,daerah,PRON
luas,yang,ADJ
saat,luas,NOUN
ini,saat,DET
termasuk,ini,VERB
wilayah,termasuk,PROPN
Erskineville,wilayah,PROPN
hari,Erskineville,NOUN
ini,hari,DET
(titik),ini,PUNCT
Desa,NULL,PROPN
Sukaraya,Desa,PROPN
Baru,Sukaraya,PROPN
dibentuk,Baru,VERB
dari,dibentuk,ADP
Desa,dari,PROPN
Sukaraya,Desa,PROPN
berdasarkan,Sukaraya,VERB
Perda,berdasarkan,PROPN
Kab,Perda,PROPN
(titik),Kab,PUNCT
Musi,(titik),PROPN
Rawas,Musi,PROPN
No,Rawas,PROPN
(titik),No,PUNCT
4,(titik),NUM
Th,4,PROPN
(titik),Th,PUNCT
2009,(titik),NUM
(titik),2009,PUNCT
=,NULL,SYM
Karier,=,NOUN
=,Karier,SYM
Chanel,=,PROPN
lahir,Chanel,VERB
di,lahir,ADP
Atlanta,di,PROPN
(koma),Atlanta,PUNCT
Georgia,(koma),PROPN
(koma),Georgia,PUNCT
Amerika,(koma),PROPN
Serikat,Amerika,PROPN
(titik),Serikat,PUNCT
Di,NULL,ADP
sekelilingnya,Di,NOUN
ada,sekelilingnya,VERB
bangunan,ada,NOUN
(kurang),bangunan,PUNCT
bangunan,(kurang),NOUN
fungsional,bangunan,ADJ
(titik),fungsional,PUNCT
Jadi,NULL,PROPN
kelirulah,Jadi,ADJ
jika,kelirulah,SCONJ
dibayangkan,jika,VERB
bahwa,dibayangkan,ADP
Tuhan,bahwa,NOUN
suatu,Tuhan,DET
ketika,suatu,NOUN
menciptakan,ketika,VERB
alam,menciptakan,NOUN
dunia,alam,NOUN
lalu,dunia,SCONJ
mengundurkan,lalu,VERB
Diri,mengundurkan,PROPN
(titik),Diri,PUNCT
Andaikata,(titik),ADV
Tuhan,Andaikata,PROPN
seolah,Tuhan,ADV
(kurang),seolah,PUNCT
olah,(kurang),ADV
beristirahat,olah,VERB
(koma),beristirahat,PUNCT
maka,(koma),SCONJ
buah,maka,NOUN
ciptaan,buah,NOUN
runtuh,ciptaan,VERB
kembali,runtuh,ADV
ke,kembali,ADP
nihilum,ke,NOUN
(koma),nihilum,PUNCT
ke,(koma),ADP
ketiadaan,ke,NOUN
(titik),ketiadaan,PUNCT
Di,NULL,ADP
antara,Di,ADP
tahun,antara,NOUN
1968,tahun,NUM
dan,1968,CCONJ
1972,dan,NUM
(koma),1972,PUNCT
Barrett,(koma),PROPN
sudah,Barrett,ADV
jarang,sudah,ADV
bermusik,jarang,VERB
di,bermusik,ADP
luar,di,NOUN
studio,luar,NOUN
selain,studio,ADP
berbagai,selain,DET
sesi,berbagai,NOUN
rekaman,sesi,NOUN
kedua,rekaman,NUM
album,kedua,NOUN
solonya,album,NOUN
(titik),solonya,PUNCT
Denigomodu,NULL,PROPN
adalah,Denigomodu,AUX
sebuah,adalah,DET
distrik,sebuah,NOUN
di,distrik,ADP
Nauru,di,NOUN
bagian,Nauru,NOUN
barat,bagian,NOUN
(titik),barat,PUNCT
(petikdua),NULL,PUNCT
Cry,(petikdua),PROPN
(petikdua),Cry,PUNCT
adalah,(petikdua),AUX
adalah,adalah,AUX
singel,adalah,NOUN
kedua,singel,NUM
dari,kedua,ADP
DiVA,dari,PROPN
(koma),DiVA,PUNCT
unit,(koma),NOUN
vokal,unit,NOUN
dan,vokal,CCONJ
tari,dan,NOUN
dari,tari,ADP
grup,dari,NOUN
idola,grup,NOUN
Jepang,idola,PROPN
AKB48,Jepang,PROPN
(titik),AKB48,PUNCT
Salah,NULL,DET
satu,Salah,DET
peraturan,satu,NOUN
sepak,peraturan,NOUN
bola,sepak,NOUN
rugbi,bola,NOUN
(koma),rugbi,PUNCT
olahraga,(koma),NOUN
ini,olahraga,DET
didasarkan,ini,VERB
pada,didasarkan,ADP
berlari,pada,VERB
dengan,berlari,ADP
bola,dengan,NOUN
di,bola,ADP
tangan,di,NOUN
(titik),tangan,PUNCT
Partai,NULL,PROPN
Tani,Partai,PROPN
Indonesia,Tani,PROPN
adalah,Indonesia,AUX
partai,adalah,NOUN
politik,partai,NOUN
yang,politik,PRON
pernah,yang,ADV
ada,pernah,VERB
di,ada,ADP
Indonesia,di,PROPN
(titik),Indonesia,PUNCT
Mereka,NULL,PRON
berdua,Mereka,NOUN
mencetuskan,berdua,VERB
ide,mencetuskan,NOUN
(kurang),ide,PUNCT
ide,(kurang),NOUN
cemerlang,ide,ADJ
dalam,cemerlang,ADP
menggarap,dalam,VERB
suatu,menggarap,DET
acara,suatu,NOUN
(titik),acara,PUNCT
Arsitekturnya,NULL,NOUN
adalah,Arsitekturnya,AUX
PTW,adalah,PROPN
Architects,PTW,PROPN
(koma),Architects,PUNCT
CSCEC,(koma),PROPN
International,CSCEC,PROPN
Design,International,PROPN
and,Design,PROPN
Arup,and,PROPN
(titik),Arup,PUNCT
Kute,NULL,PROPN
Nireje,Kute,PROPN
merupakan,Nireje,VERB
salah,merupakan,DET
satu,salah,DET
kelurahan,satu,NOUN
yang,kelurahan,PRON
ada,yang,VERB
di,ada,ADP
kecamatan,di,NOUN
Laut,kecamatan,PROPN
Tawar,Laut,PROPN
(koma),Tawar,PUNCT
Kabupaten,(koma),PROPN
Aceh,Kabupaten,PROPN
Tengah,Aceh,PROPN
(koma),Tengah,PUNCT
provinsi,(koma),PROPN
Aceh,provinsi,PROPN
(koma),Aceh,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
René,NULL,PROPN
Antoine,René,PROPN
Ferchault,Antoine,PROPN
de,Ferchault,PROPN
Réaumur,de,PROPN
(bukakurung),Réaumur,PUNCT
(koma),(bukakurung),PUNCT
28,(koma),NUM
Februari,28,PROPN
1683,Februari,NUM
La,1683,PROPN
Rochelle,La,PROPN
–,Rochelle,PUNCT
17,–,NUM
Oktober,17,PROPN
1757,Oktober,NUM
Saint,1757,PROPN
(kurang),Saint,PUNCT
Julien,(kurang),PROPN
(kurang),Julien,PUNCT
du,(kurang),PROPN
(kurang),du,PUNCT
Terroux,(kurang),PROPN
(tutupkurung),Terroux,PUNCT
adalah,(tutupkurung),AUX
ilmuwan,adalah,NOUN
Perancis,ilmuwan,PROPN
yang,Perancis,PRON
memiliki,yang,VERB
kontribusi,memiliki,NOUN
di,kontribusi,ADP
berbagai,di,DET
bidang,berbagai,NOUN
(koma),bidang,PUNCT
khususnya,(koma),ADP
bidang,khususnya,NOUN
entomologi,bidang,NOUN
(titik),entomologi,PUNCT
Sepeninggal,NULL,ADV
Krisyanto,Sepeninggal,PROPN
(koma),Krisyanto,PUNCT
segera,(koma),ADV
diadakan,segera,VERB
audisi,diadakan,NOUN
untuk,audisi,ADP
menjadi,untuk,VERB
vokalis,menjadi,NOUN
baru,vokalis,ADJ
(titik),baru,PUNCT
Schackendorf,NULL,PROPN
pada,Schackendorf,ADP
tahun,pada,NOUN
2006,tahun,NUM
(koma),2006,PUNCT
memiliki,(koma),VERB
penduduk,memiliki,NOUN
sebanyak,penduduk,ADP
820,sebanyak,NUM
jiwa,820,NOUN
(titik),jiwa,PUNCT
Karya,NULL,NOUN
seni,Karya,NOUN
terbesar,seni,ADJ
dari,terbesar,ADP
zaman,dari,NOUN
ini,zaman,DET
kemungkinan,ini,NOUN
adalah,kemungkinan,AUX
seni,adalah,NOUN
Keramik,seni,PROPN
Hijau,Keramik,PROPN
Goryeo,Hijau,PROPN
yang,Goryeo,PRON
diperkenalkan,yang,VERB
dari,diperkenalkan,ADP
Song,dari,PROPN
namun,Song,SCONJ
berhasil,namun,VERB
diciptakan,berhasil,VERB
dengan,diciptakan,ADP
gaya,dengan,NOUN
tersendiri,gaya,ADJ
sehingga,tersendiri,ADP
menarik,sehingga,VERB
perhatian,menarik,NOUN
penikmat,perhatian,NOUN
seni,penikmat,NOUN
di,seni,ADP
Cina,di,PROPN
dan,Cina,CCONJ
Timur,dan,PROPN
Tengah,Timur,PROPN
(titik),Tengah,PUNCT
Alga,NULL,NOUN
juga,Alga,ADV
menggunakan,juga,VERB
klorofil,menggunakan,NOUN
(koma),klorofil,PUNCT
namun,(koma),SCONJ
memiliki,namun,VERB
beragam,memiliki,ADJ
pigmen,beragam,NOUN
lainnya,pigmen,ADJ
(koma),lainnya,PUNCT
misalnya,(koma),NOUN
fikosianin,misalnya,NOUN
(koma),fikosianin,PUNCT
karoten,(koma),NOUN
(koma),karoten,PUNCT
dan,(koma),CCONJ
xantofil,dan,NOUN
pada,xantofil,ADP
alga,pada,NOUN
hijau,alga,ADJ
(koma),hijau,PUNCT
fikoeritrin,(koma),NOUN
pada,fikoeritrin,ADP
alga,pada,NOUN
merah,alga,ADJ
(bukakurung),merah,PUNCT
rhodophyta,(bukakurung),PROPN
(tutupkurung),rhodophyta,PUNCT
dan,(tutupkurung),CCONJ
fukoksantin,dan,NOUN
pada,fukoksantin,ADP
alga,pada,NOUN
cokelat,alga,ADJ
dan,cokelat,CCONJ
diatom,dan,NOUN
yang,diatom,PRON
menghasilkan,yang,VERB
warna,menghasilkan,NOUN
yang,warna,PRON
beragam,yang,ADJ
pula,beragam,ADV
(titik),pula,PUNCT
Setelah,NULL,ADP
menolongnya,Setelah,VERB
(koma),menolongnya,PUNCT
Clarissa,(koma),PROPN
terkesan,Clarissa,VERB
dengan,terkesan,ADP
kebaikan,dengan,NOUN
hati,kebaikan,NOUN
Sam,hati,PROPN
yang,Sam,PRON
mau,yang,VERB
menolongnya,mau,VERB
dan,menolongnya,CCONJ
memberikan,dan,VERB
Sam,memberikan,PROPN
tiga,Sam,NUM
permintaan,tiga,NOUN
(titik),permintaan,PUNCT
Album,NULL,NOUN
kedua,Album,NUM
ini,kedua,DET
adalah,ini,AUX
(petikdua),adalah,PUNCT
The,(petikdua),PROPN
Conscience,The,PROPN
(petikdua),Conscience,PUNCT
sukses,(petikdua),ADJ
mereka,sukses,PRON
selesaikan,mereka,VERB
(koma),selesaikan,PUNCT
dirilis,(koma),VERB
oleh,dirilis,ADP
IA,oleh,PROPN
Studio,IA,PROPN
pada,Studio,ADP
tanggal,pada,NOUN
21,tanggal,NUM
desember,21,PROPN
2011,desember,NUM
(titik),2011,PUNCT
Dasuk,NULL,PROPN
adalah,Dasuk,AUX
sebuah,adalah,DET
kecamatan,sebuah,NOUN
di,kecamatan,ADP
Kabupaten,di,PROPN
Sumenep,Kabupaten,PROPN
(koma),Sumenep,PUNCT
Provinsi,(koma),PROPN
Jawa,Provinsi,PROPN
Timur,Jawa,PROPN
(koma),Timur,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Kenapa,NULL,ADV
marah,Kenapa,VERB
(koma),marah,PUNCT
kenapa,(koma),ADV
murka,kenapa,VERB
(tanya),murka,PUNCT
Ketika,NULL,SCONJ
dialek,Ketika,NOUN
Bakha,dialek,PROPN
mulai,Bakha,VERB
berkembang,mulai,VERB
(koma),berkembang,PUNCT
India,(koma),PROPN
Utara,India,PROPN
menghadapi,Utara,VERB
serangan,menghadapi,NOUN
dari,serangan,ADP
utara,dari,NOUN
(koma),utara,PUNCT
utamanya,(koma),ADJ
dari,utamanya,ADP
kesultanan,dari,NOUN
Mughal,kesultanan,NOUN
dan,Mughal,CCONJ
pemukimannya,dan,NOUN
di,pemukimannya,ADP
India,di,PROPN
(titik),India,PUNCT
Selain,NULL,ADP
itu,Selain,DET
(koma),itu,PUNCT
IXA,(koma),PROPN
dalam,IXA,ADP
lidah,dalam,NOUN
orang,lidah,NOUN
Jepang,orang,PROPN
dibaca,Jepang,VERB
Ikusa,dibaca,PROPN
(koma),Ikusa,PUNCT
artinya,(koma),VERB
pertempuran,artinya,NOUN
(titik),pertempuran,PUNCT
Shikamaru,NULL,PROPN
(koma),Shikamaru,PUNCT
Izumo,(koma),PROPN
(koma),Izumo,PUNCT
Kotetsu,(koma),PROPN
dan,Kotetsu,CCONJ
Asuma,dan,PROPN
ditugasi,Asuma,VERB
mencari,ditugasi,VERB
dan,mencari,CCONJ
menangkap,dan,VERB
atau,menangkap,CCONJ
bila,atau,SCONJ
perlu,bila,ADV
membunuh,perlu,VERB
dua,membunuh,NUM
Akatsuki,dua,PROPN
yang,Akatsuki,PRON
sudah,yang,ADV
mengacau,sudah,VERB
di,mengacau,ADP
Konoha,di,PROPN
(titik),Konoha,PUNCT
Stasiun,NULL,PROPN
Cerme,Stasiun,PROPN
(bukakurung),Cerme,PUNCT
CME,(bukakurung),PROPN
(tutupkurung),CME,PUNCT
adalah,(tutupkurung),AUX
stasiun,adalah,NOUN
kereta,stasiun,NOUN
api,kereta,NOUN
kelas,api,NOUN
